1355,天力街东口站
1356,杨家村站
1357,八十亩地站
1358,兴寿镇政府站
1359,王府街站
1360,榆林庄村北站
1361,良乡东关站
1362,塔照北站
1363,永青站
1364,云趣园二区东门站
1365,龙庭侯西站
1366,黑庄户西口站
1367,黄草洼站
1368,荆家务西站
1369,顺义公路分局站
1370,科创九街站
1371,果园北区站
1372,西马各庄站
1373,空港C区站
1374,宏基路口站
1375,枫丹丽舍小区西站
1376,枣营北里站
1377,落坡岭站
1378,石园南大街站
1379,军庄村站
1380,龙湾站
1381,北京汽车工业技校站
1382,将军坟站
1383,寨口站
1384,马各庄西站
1385,北甸子(京密路)站
1386,广泽路站
1387,板桥西站
1388,枣园小区站
1389,朱家坟站
1390,盛世国际酒店站
1391,山里辛庄站
1392,刘家店站
1393,九渡河站
1394,上店中街站
1395,学艺厂站
1396,鹿苑路站
1397,韩台站
1398,兴礼村西站
1399,辛安屯村站
1400,宝丰园站
1401,中国航油站
1402,土井东站
1403,兴礼站
1404,双桥农场西站
1405,水道子站
1406,玉桥西路南口站
1407,云佛山度假村站
1408,东田阳站
1409,芳园南里站
1410,龙华园南门站
1411,东风桥北站
1412,北岗子站
1413,小岭(河东路)站
1414,槐房西路南口站
1415,后甫营站
1416,牛坊站
1417,矩阵小区站
1418,东仙坡站
1419,太子峪北站
1420,地铁生命科学园站
1421,金铭路口站
1422,燕山中路南口站
1423,南洛站
1424,中国农业大学东校区站
1425,王平村北站
1426,密云县教育局站
1427,后营站
1428,和平街东口站
1429,肖村桥西站
1430,四海八亩地站
1431,曹碾西口站
1432,栗榛寨站
1433,垂杨柳站
1434,胡各庄镇站
1435,沿湖小区站
